196.339401	370.464935	0	0	-83.641620	-25.034006	484.952147	
220.966537	333.966522	0	0	-66.176582	-26.903118	406.836322	
196.677124	369.472443	0	0	-83.330247	-25.151086	483.523451	
220.641800	340.356018	0	0	-68.957464	-26.935226	423.606191	
245.000000	371.525238	0	1	-74.545737	-24.925325	487.079924	
274.037933	335.196259	0	1	-57.847234	-26.822221	408.855083	
247.176010	371.961060	0	1	-73.945117	-24.780818	485.912500	
270.601166	342.329010	0	1	-60.806144	-26.718072	425.658907	
296.614929	373.703430	0	2	-64.819700	-24.604115	489.329546	
326.000000	336.657501	0	2	-49.622096	-26.701352	410.843684	
296.488495	372.633911	0	2	-64.708842	-24.760210	488.305117	
323.000000	343.000000	0	2	-52.186928	-26.729208	427.859511	
350.672852	375.682678	0	3	-54.551125	-24.325607	491.712216	
377.333374	338.533600	0	3	-41.426660	-26.510874	412.816727	
349.442108	375.319427	0	3	-54.696220	-24.354159	490.852569	
376.000000	346.000000	0	3	-43.383372	-26.342456	430.057472	
402.327179	377.682800	0	4	-44.656864	-24.037152	494.005526	
428.442810	339.853760	0	4	-33.198206	-26.412042	414.808771	
401.000000	377.657501	0	4	-44.858978	-24.011024	493.362129	
424.553192	348.671631	0	4	-35.247665	-25.999640	432.090515	
450.000000	378.657501	0	5	-35.453635	-23.942708	496.160350	
480.000000	340.657501	0	5	-24.825140	-26.401176	416.846554	
451.662292	379.730164	0	5	-35.104399	-23.716638	495.856132	
477.390198	349.494141	0	5	-26.317504	-25.987005	434.367489	
499.218109	381.704163	0	6	-25.872247	-23.439847	498.353265	
532.000000	342.525238	0	6	-16.301761	-26.214779	418.899948	
499.493652	380.640533	0	6	-25.812875	-23.645636	498.256999	
525.686401	349.748077	0	6	-18.078603	-26.063865	436.479260	
549.000000	381.657501	0	7	-16.103643	-23.553486	500.667138	
582.285461	344.624176	0	7	-7.983560	-25.985322	420.898225	
547.000000	382.657501	0	7	-16.499753	-23.353537	500.636802	
580.000000	353.000000	0	7	-8.720619	-25.632543	438.813120	
598.433594	383.566406	0	8	-6.316910	-23.276421	502.936554	
631.567993	345.181274	0	8	0.243272	-26.013705	422.905091	
595.000000	383.499878	0	8	-7.003813	-23.297063	503.092429	
626.676758	352.677765	0	8	-0.601287	-25.809248	440.906849	
196.374313	422.112488	1	0	-83.417152	-15.034158	483.757915	
220.525772	383.000000	1	0	-66.084452	-18.924212	405.904443	
196.665573	421.336090	1	0	-83.121863	-15.139919	482.370144	
224.000000	392.000000	1	0	-68.230824	-18.193632	422.700177	
246.000000	423.000000	1	1	-74.163953	-14.921589	485.922242	
274.398193	384.357849	1	1	-57.648679	-18.788449	407.942558	
247.000000	422.000000	1	1	-73.796545	-15.079081	484.780999	
271.000000	392.000000	1	1	-60.585047	-18.269060	424.660433	
297.601807	424.357849	1	2	-64.466084	-14.719653	488.180108	
325.000000	386.000000	1	2	-49.657588	-18.600731	409.866167	
296.651062	424.348938	1	2	-64.513424	-14.690193	487.141350	
321.257355	394.696503	1	2	-52.333809	-17.891742	426.718646	
349.928528	427.622284	1	3	-54.547354	-14.145057	490.443493	
377.000000	388.000000	1	3	-41.376332	-18.355831	411.853600	
350.386963	426.373352	1	3	-54.378874	-14.367333	489.730452	
375.457184	394.539703	1	3	-43.363419	-18.006947	429.021846	
402.459106	428.410614	1	4	-44.514698	-14.052755	492.793846	
428.620850	389.346039	1	4	-33.085798	-18.217286	413.856013	
401.000000	427.000000	1	4	-44.748551	-14.312204	492.221088	
425.559052	400.433136	1	4	-34.982951	-17.076928	431.044027	
450.000000	429.000000	1	5	-35.360975	-13.993805	494.941441	
480.000000	391.000000	1	5	-24.760910	-18.027198	415.860627	
450.000000	429.000000	1	5	-35.338143	-13.984769	494.621858	
473.617828	400.641785	1	5	-26.884717	-17.118323	433.115479	
499.000000	430.000000	1	6	-25.849424	-13.855718	497.163407	
