447.283783	556.714722	12.000000	0.000000	0.000000	
518.233521	490.471283	0.000000	-12.000000	0.000000	
449.384277	486.775848	12.000000	-12.000000	0.000000	
516.297241	559.941956	0.000000	0.000000	0.000000	
718.507935	569.335999	-36.000000	0.000000	0.000000	
652.045349	566.309570	-24.000000	0.000000	0.000000	
584.643188	563.104370	-12.000000	0.000000	0.000000	
377.255646	553.338013	24.000000	0.000000	0.000000	
306.444611	550.062805	36.000000	0.000000	0.000000	
234.815277	546.646301	48.000000	0.000000	0.000000	
162.245026	543.207031	60.000000	0.000000	0.000000	
719.583008	501.204590	-36.000000	-12.000000	0.000000	
653.364929	497.654175	-24.000000	-12.000000	0.000000	
586.212708	494.075745	-12.000000	-12.000000	0.000000	
379.651428	483.041016	24.000000	-12.000000	0.000000	
309.114441	479.328156	36.000000	-12.000000	0.000000	
237.753006	475.443329	48.000000	-12.000000	0.000000	
165.478745	471.635223	60.000000	-12.000000	0.000000	
523.764893	285.156860	0.000000	-48.000000	0.000000	
521.883972	353.078430	0.000000	-36.000000	0.000000	
520.091309	421.492279	0.000000	-24.000000	0.000000	
514.547729	629.901550	0.000000	12.000000	0.000000	
512.703003	700.214844	0.000000	24.000000	0.000000	
510.969147	771.094727	0.000000	36.000000	0.000000	
509.133545	842.368896	0.000000	48.000000	0.000000	
455.736603	280.243835	12.000000	-48.000000	0.000000	
453.654175	348.515717	12.000000	-36.000000	0.000000	
451.520874	417.392883	12.000000	-24.000000	0.000000	
445.217590	627.031799	12.000000	12.000000	0.000000	
443.157379	697.942444	12.000000	24.000000	0.000000	
441.078552	769.168762	12.000000	36.000000	0.000000	
439.012604	840.920044	12.000000	48.000000	0.000000	
722.802307	299.845825	-36.000000	-48.000000	0.000000	
721.736511	366.381622	-36.000000	-36.000000	0.000000	
657.354858	294.890350	-24.000000	-48.000000	0.000000	
720.731689	433.557312	-36.000000	-24.000000	0.000000	
717.406494	637.968933	-36.000000	12.000000	0.000000	
656.118286	361.992981	-24.000000	-36.000000	0.000000	
713.932190	846.370728	-36.000000	48.000000	0.000000	
591.002747	290.007629	-12.000000	-48.000000	0.000000	
654.772705	429.581512	-24.000000	-24.000000	0.000000	
715.191833	776.496094	-36.000000	36.000000	0.000000	
716.256592	707.001770	-36.000000	24.000000	0.000000	
647.980896	774.730347	-24.000000	36.000000	0.000000	
650.686829	635.393616	-24.000000	12.000000	0.000000	
589.430908	357.501831	-12.000000	-36.000000	0.000000	
649.291992	704.831848	-24.000000	24.000000	0.000000	
646.648071	845.046448	-24.000000	48.000000	0.000000	
587.830383	425.524353	-12.000000	-24.000000	0.000000	
583.098694	632.675537	-12.000000	12.000000	0.000000	
579.838623	772.955933	-12.000000	36.000000	0.000000	
578.252380	843.795837	-12.000000	48.000000	0.000000	
581.419373	702.608948	-12.000000	24.000000	0.000000	
386.884186	275.214447	24.000000	-48.000000	0.000000	
384.406616	343.926575	24.000000	-36.000000	0.000000	
382.002533	413.243744	24.000000	-24.000000	0.000000	
317.124542	270.189545	36.000000	-48.000000	0.000000	
370.244049	767.245056	24.000000	36.000000	0.000000	
374.934540	624.188782	24.000000	12.000000	0.000000	
367.978149	839.410339	24.000000	48.000000	0.000000	
372.657654	695.460632	24.000000	24.000000	0.000000	
314.483032	339.322113	36.000000	-36.000000	0.000000	
296.163208	837.797180	36.000000	48.000000	0.000000	
311.716888	409.054260	36.000000	-24.000000	0.000000	
246.534882	265.069214	48.000000	-48.000000	0.000000	
298.721802	765.181335	36.000000	36.000000	0.000000	
301.231018	693.046082	36.000000	24.000000	0.000000	
303.818878	621.376526	36.000000	12.000000	0.000000	
243.602844	334.743652	48.000000	-36.000000	0.000000	
226.237061	763.145447	48.000000	36.000000	0.000000	
223.447662	836.175049	48.000000	48.000000	0.000000	
240.697037	404.783356	48.000000	-24.000000	0.000000	
175.210403	260.131927	60.000000	-48.000000	0.000000	
229.003738	690.512695	48.000000	24.000000	0.000000	
231.901321	618.330566	48.000000	12.000000	0.000000	
149.868973	834.576904	60.000000	48.000000	0.000000	
171.928757	330.112488	60.000000	-36.000000	0.000000	
152.873932	760.953613	60.000000	36.000000	0.000000	
168.735382	400.563171	60.000000	-24.000000	0.000000	
159.049072	615.247681	60.000000	12.000000	0.000000	
156.028915	687.982910	60.000000	24.000000	0.000000	
