0	0	-75.526478	-26.005859	449.729528	-0.222984	0.025021	0.974501	
0	1	-66.786058	-25.811609	451.876603	-0.209556	0.026446	0.977439	
0	2	-57.834392	-25.698721	454.084465	-0.194251	0.027838	0.980557	
0	3	-48.514344	-25.383274	456.359746	-0.170510	0.028848	0.984934	
0	4	-39.490428	-25.114964	458.566735	-0.147364	0.030499	0.988612	
0	5	-30.425170	-25.011882	460.807631	-0.135006	0.032958	0.990296	
0	6	-21.516371	-24.841032	462.997368	-0.120914	0.035642	0.992023	
0	7	-12.326894	-24.631222	465.253821	-0.109380	0.032638	0.993464	
0	8	-3.419685	-24.599109	467.460231	-0.089377	0.035953	0.995349	
1	0	-75.213573	-16.822980	448.683170	-0.225077	0.048946	0.973111	
1	1	-66.548556	-16.764545	450.826558	-0.209148	0.049365	0.976637	
1	2	-57.742726	-16.475580	452.976568	-0.189727	0.049800	0.980573	
1	3	-48.416495	-16.218792	455.262348	-0.169208	0.054438	0.984076	
1	4	-39.333000	-15.914793	457.478743	-0.148217	0.049344	0.987723	
1	5	-30.586186	-15.781024	459.634851	-0.133775	0.050503	0.989724	
1	6	-21.502283	-15.730136	461.884758	-0.121814	0.054929	0.991032	
1	7	-12.406922	-15.434652	464.110100	-0.108257	0.052518	0.992735	
1	8	-3.349574	-15.273692	466.338010	-0.087524	0.057934	0.994476	
2	0	-75.101467	-7.873465	447.613107	-0.214005	0.062975	0.974801	
2	1	-66.514402	-7.742294	449.729741	-0.207926	0.064165	0.976038	
2	2	-57.775638	-7.380824	451.854954	-0.191031	0.064267	0.979478	
2	3	-48.397313	-7.086719	454.149949	-0.173680	0.066812	0.982533	
2	4	-39.357923	-6.810910	456.358309	-0.147433	0.069342	0.986638	
2	5	-30.531847	-6.479163	458.511523	-0.132161	0.071468	0.988648	
2	6	-21.512135	-6.339893	460.732305	-0.119804	0.070755	0.990273	
2	7	-12.509316	-6.142088	462.945540	-0.107274	0.067244	0.991953	
2	8	-3.665939	-5.974629	465.120552	-0.096016	0.068792	0.993000	
3	0	-75.127956	1.347582	446.477810	-0.223467	0.087485	0.970778	
3	1	-66.576934	1.388572	448.596084	-0.206242	0.085586	0.974751	
3	2	-57.784870	1.696295	450.741888	-0.194137	0.088057	0.977014	
3	3	-48.623247	2.120589	452.965473	-0.175793	0.087760	0.980508	
3	4	-39.370580	2.536061	455.210569	-0.149841	0.087842	0.984800	
3	5	-30.579013	2.745365	457.368216	-0.137787	0.091114	0.986262	
3	6	-21.514748	2.902238	459.599620	-0.120200	0.088989	0.988753	
3	7	-12.739764	3.157699	461.750236	-0.108006	0.082265	0.990741	
